-1.219882890582084656e-01 -6.687227636575697985e-03 4.917221888899803162e-02 5.889586731791496277e-02 -1.872549951076507568e-01 -1.798863410949707031e-01 3.151299059391021729e-02 -1.331170648336410522e-01 -4.863022640347480774e-02 -3.315199911594390869e-02 -1.942166499793529164e-02 1.751758009195327481e-01 2.368437685072422028e-02 5.656731128692626259e-02 -2.826567972078919411e-03 1.782367378473281860e-01
-1.720479689538478851e-02 -1.356250792741775513e-01 1.016168519854545593e-01 -9.181568026542663574e-02 -6.771322339773178101e-02 -2.678036130964756012e-02 -6.415093690156936646e-02 -9.906380623579023881e-02 1.334647387266159058e-01 -7.320179790258406205e-02 6.933484971523284912e-02 -3.105112351477146149e-02 9.377020411193369084e-03 5.368575453758239746e-02 1.300845295190811157e-03 -9.673389047384262085e-02
5.386470630764960549e-02 1.005189865827560425e-02 2.032486647367477139e-01 1.205545291304588457e-01 8.220839500427246094e-02 -1.556002199649810791e-01 1.882465556263923992e-02 1.613493412733078003e-01 -5.798837635666131973e-03 -4.294087365269660950e-02 2.316437512636184692e-01 1.346801966428756714e-01 7.022433727979660034e-02 2.779477275907993317e-02 -5.003404617309569619e-02 8.945330232381820679e-02
2.074485085904598236e-02 1.665192889049649239e-03 9.358554333448410034e-02 -3.249890729784965515e-02 1.469856649637222290e-01 -4.166861996054648659e-02 -5.823774263262748718e-02 6.684931367635726929e-02 2.806491916999220848e-03 -3.356093913316726685e-02 5.318160727620124817e-02 -1.478624045848846436e-01 -1.014802828431129456e-01 1.184961944818496843e-01 2.391745150089263916e-02 -6.188252195715904236e-02
1.028650552034378052e-01 -7.010456174612045288e-02 -5.719571188092231750e-02 1.553662307560443878e-02 1.068903207778930664e-01 1.416693674400448799e-03 -8.179267868399620056e-03 1.287149637937545499e-01 8.973371237516403198e-02 1.033540740609169006e-01 5.311743170022964478e-02 2.168038301169871937e-02 3.711017966270447471e-02 -7.261734455823896928e-02 -6.836607307195663452e-02 -4.303300753235816956e-02
-9.623488783836364746e-02 -2.232476696372032166e-02 -2.808127403259277344e-01 -1.310659386217593973e-02 -1.354033499956130808e-02 1.319942921400069913e-01 -4.372419044375420311e-02 3.999006748199462891e-02 -2.701361477375030518e-01 2.619364298880099903e-02 1.507003139704465866e-02 7.155069615691900253e-03 8.289863914251326127e-02 1.240178346633911133e-01 -1.054745465517044067e-01 -1.389275188557803631e-03
-1.102579757571220398e-01 -1.350442171096801480e-01 1.469780057668685913e-01 -4.074902459979056618e-02 -1.120734810829162459e-01 9.867885150015354156e-03 3.246071189641952515e-02 -8.392275124788284302e-02 1.058229729533195357e-01 2.235145308077335705e-02 -5.397490411996841431e-02 1.168877705931663652e-01 2.009891904890536915e-02 1.039046701043844223e-02 -1.000926122069358826e-01 -8.749093115329742432e-02
-2.685181237757205616e-02 -1.031017526984214783e-01 -4.049829766154288552e-02 -3.120507895946502130e-01 -3.098204731941223145e-02 5.935285612940788269e-02 1.903157122433185230e-02 1.180415898561477661e-01 -3.473458066582679749e-02 8.149939030408859253e-02 -7.612107694149017334e-02 -8.262937515974044800e-02 6.924495100975036621e-02 -1.336564421653747559e-01 -7.892350852489470048e-02 1.343418378382921219e-02
7.926063984632493453e-02 -1.322494167834520340e-02 -4.287471994757652283e-02 -3.642910718917847374e-02 1.303860824555158615e-02 -1.418085675686597824e-02 -1.591251641511917114e-01 -2.760628936812281609e-03 4.361262544989585876e-02 1.009540781378746033e-01 -7.494162768125534058e-03 2.285602688789368023e-02 -1.831205748021602284e-02 -4.607811570167541504e-03 2.784950844943523754e-02 -1.807640641927719116e-01
-3.249054029583930969e-02 -7.071861624717712402e-02 -1.132786795496940613e-01 -7.004933897405862808e-03 1.872774064540863315e-01 -9.032890200614927811e-02 -4.349606111645698547e-02 4.104333743453025818e-02 6.316285580396652222e-02 1.007664427161216736e-01 -8.771318197250366211e-02 -9.682022035121916337e-02 4.976361244916915894e-02 8.091021329164505005e-02 -8.145469240844249725e-03 1.587980054318904877e-02
5.097996070981025696e-02 5.882976576685905457e-02 5.308931693434715271e-02 -8.494807407259941101e-03 1.542722284793853482e-01 -3.993820026516913674e-02 -6.722313910722732544e-02 6.797321885824203491e-02 3.277135267853736877e-02 -8.589669014327229154e-04 -3.661646321415900490e-02 -9.072237461805343628e-02 -4.623303189873695374e-02 -2.023210003972053181e-02 6.599558889865875244e-02 -7.539873570203781128e-02
8.019641041755676270e-02 -1.096544507890939539e-02 1.878169365227222443e-03 -2.943032793700695038e-02 1.104918643832206865e-01 8.500798791646957397e-02 -8.090435713529585404e-02 -9.830206632614135742e-02 -2.533683553338050842e-02 1.562476307153701505e-01 -8.042506128549574418e-02 9.959382936358451843e-03 -1.030326113104820251e-01 1.073170900344848633e-01 5.126503109931945801e-02 -3.870714455842971802e-02
